source,destination,w,n_obs
15-1253,13-2099,6427.9643,3
15-1253,15-1211,117315.7093,31
15-1253,15-1212,53893.6245,19
15-1253,15-1221,11633.8269,3
15-1253,15-1241,19355.0873,6
15-1253,15-1242,62991.5825,16
15-1253,15-1244,75780.9979,23
15-1253,15-1251,110469.02100000001,31
15-1253,15-1254,13475.3968,3
15-1253,15-2011,4751.6444,1
15-1253,15-2031,17197.567499999997,6
15-1253,17-2031,2312.7426,1
15-1253,17-2051,14607.3259,3
15-1253,17-2061,33792.316399999996,6
15-1253,17-2081,4443.5895,1
15-1253,17-2131,554.6512,1
15-1253,17-2141,7866.7685,2
15-1253,17-2199,60160.056800000006,14
15-1253,19-2099,10930.21,2
15-1253,19-3051,3404.4923,1
15-1253,21-1093,3580.7201999999997,3
15-1253,23-1011,8869.7128,2
15-1253,23-2011,4231.3697,1
15-1253,27-3031,4840.210300000001,3
15-1253,27-3041,14505.0402,3
15-1253,27-3043,16208.0037,4
15-1253,27-4021,5019.833,1
15-1253,29-1071,5048.192,1
15-1253,29-1127,3604.4492,1
15-1253,29-1129,4104.6788,1
15-1253,29-1141,33160.3434,9
15-1253,29-2061,7217.4721,2
15-1253,29-2081,3859.2604,1
15-1253,31-1122,11456.9398,2
15-1253,31-9011,6822.393,1
15-1253,31-9091,427.5965,1
15-1253,33-2011,4225.8657,1
15-1253,33-3051,6408.5696,3
15-1253,33-9021,3903.1438,1
15-1253,35-3011,5309.3981,1
15-1253,35-3031,5678.3269,1
15-1253,35-3041,1311.4021,1
15-1253,37-1011,4646.1999000000005,2
15-1253,37-2012,5219.9745,2
15-1253,39-5012,5432.0679,1
15-1253,39-9011,4611.2842,1
15-1253,41-1011,29067.6525,6
15-1253,41-1012,12897.823,3
15-1253,41-2031,53190.4351,14
15-1253,41-3021,13219.2183,3
15-1253,41-3031,8879.3497,2
15-1253,41-3041,4207.2718,1
15-1253,41-3091,23046.132899999997,6
15-1253,41-9099,3256.9878,1
15-1253,43-1011,33467.319599999995,8
15-1253,43-3011,8568.8881,1
15-1253,43-3021,6460.6251,3
15-1253,43-3031,23014.3627,8
15-1253,43-3099,17796.8993,4
15-1253,43-4051,78834.9705,18
15-1253,43-4061,10811.4418,2
15-1253,43-4081,6367.7143,1
15-1253,43-4111,4159.1573,1
15-1253,43-4171,5135.056100000001,2
15-1253,43-4199,5666.0086,1
15-1253,43-5021,12908.2735,2
15-1253,43-5052,3740.7154,1
15-1253,43-5061,12766.3175,4
15-1253,43-5071,3810.8147,1
15-1253,43-9021,36025.0168,14
15-1253,43-9061,39348.2485,13
15-1253,43-9071,1565.7987,2
15-1253,43-9111,2347.9051,1
15-1253,47-1011,1963.7826,1
15-1253,47-2031,4683.99,2
15-1253,47-2061,29965.1064,7
15-1253,47-2073,3178.618,1
15-1253,47-2111,7236.6702000000005,2
15-1253,47-2141,6197.7719,1
15-1253,47-2181,6977.9709,1
15-1253,47-2211,4858.3764,1
15-1253,49-1011,18102.2425,4
15-1253,49-2011,113397.5949,26
15-1253,49-2098,8117.306,2
15-1253,49-3011,5820.4838,1
15-1253,49-9021,1689.2878,1
15-1253,49-9052,9690.4992,3
15-1253,49-9071,19684.617,5
15-1253,51-1011,2010.8597,1
15-1253,51-3011,488.0771,1
15-1253,51-4041,751.4069,1
15-1253,51-4199,4746.7482,1
15-1253,51-5112,7854.479300000001,2
15-1253,51-8021,931.4617,1
15-1253,51-9061,35983.0551,9
15-1253,51-9195,2462.9286,1
15-1253,53-2031,2564.3248,1
15-1253,53-7051,8385.9101,2
15-1253,53-7062,30567.5793,8
15-1253,53-7064,14081.0702,3
15-1253,53-7065,23331.837,6
15-1254,11-1011,5234.5369,1
15-1254,11-1021,11185.203,3
15-1254,11-3021,20017.1815,5
15-1254,11-3031,2430.2969,1
15-1254,11-9021,5654.9598,1
15-1254,11-9151,7059.4775,2
15-1254,13-1111,2297.7251,1
15-1254,13-1161,11130.6329,2
15-1254,13-1199,6600.736,2
15-1254,15-1244,2835.1277,1
15-1254,15-1251,28000.0052,8
15-1254,15-1253,39729.9603,11
15-1254,17-2061,7073.308,1
15-1254,17-2199,3247.0768,1
15-1254,27-3031,4490.5254,1
15-1254,27-3042,521.6035,1
15-1254,27-3043,4646.4164,1
15-1254,27-4021,3098.432,1
15-1254,29-1127,6673.7718,1
15-1254,41-1011,4422.846,1
15-1254,41-2031,12716.3711,3
15-1254,41-3091,4761.1764,1
15-1254,41-9099,5150.2134,1
15-1254,43-3031,1207.2175,1
15-1254,43-4051,9082.493999999999,2
15-1254,43-5021,2596.8766,1
15-1254,47-2061,1128.3596,1
15-1254,49-3023,3305.6685,1
15-1254,51-8021,4969.6989,1
15-2011,11-3031,3890.4292,1
15-2011,13-1111,5118.9442,2
15-2011,13-2061,699.6324,1
15-2011,41-1012,2856.0166,1
15-2011,43-3099,2864.0871,1
15-2011,53-7062,4613.7084,1
15-2031,11-1011,5722.588,1
15-2031,11-3021,970.6412,1
15-2031,11-3061,4568.1806,1
15-2031,11-3121,4837.4627,1
15-2031,11-9021,725.8391,1
15-2031,11-9111,5194.8577,1
15-2031,11-9121,505.9248,1
15-2031,11-9151,9523.6168,3
15-2031,13-1023,1522.2923,1
15-2031,13-1041,10537.4977,3
15-2031,13-1111,28829.3916,10
15-2031,13-1161,430.0885,1
15-2031,13-1199,10199.092,2
15-2031,13-2011,1501.4016,2
15-2031,13-2031,360.4559,1
15-2031,13-2052,525.5268,1
15-2031,15-1211,58458.7116,16
15-2031,15-1253,9448.0018,3
15-2031,17-2081,5365.8336,1
15-2031,19-2099,4192.6215,2
15-2031,19-3011,1384.9301,2
15-2031,21-1093,328.2532,1
15-2031,33-3021,8949.9838,3
15-2031,35-1011,524.2802,1
15-2031,41-1011,5152.0699,2
15-2031,43-3031,5762.9259,1
15-2031,43-4041,5150.9379,1
15-2031,43-4051,1283.8143,2
15-2031,43-4171,1543.2785,1
15-2031,43-5011,2430.7293,1
15-2031,43-9061,12830.100900000001,3
15-2031,47-1011,3427.8131,1
15-2031,47-2061,4077.0887,1
15-2031,47-2141,5475.8693,1
15-2031,49-9021,781.1119,1
15-2031,53-7062,3397.2321,1
17-2011,11-3021,2116.7331,1
17-2011,11-3031,6216.9601,1
17-2011,11-3051,3939.0246,1
17-2011,11-3061,3743.4769,1
17-2011,11-9021,4005.4772,1
17-2011,11-9041,17049.2391,6
17-2011,11-9051,2519.2436,1
17-2011,13-1041,4144.8885,1
17-2011,13-1111,1345.0842,1
17-2011,13-2011,1580.172,1
17-2011,13-2031,1752.2073,1
17-2011,15-1221,6004.2886,1
17-2011,15-1253,9246.045399999999,2
17-2011,15-2031,2335.0625,1
17-2011,17-2051,23785.324699999997,8
17-2011,17-2061,10513.5773,2
17-2011,17-2131,4105.0332,1
17-2011,17-2141,17546.0642,6
17-2011,17-2199,27774.1483,9
17-2011,19-2099,3809.9369,1
17-2011,21-2011,3651.8667,1
17-2011,23-1011,2323.3171,1
17-2011,29-1127,4396.9952,1
17-2011,31-1122,3941.5882,1
17-2011,33-9021,4668.3985,1
17-2011,41-9099,2633.3266,1
17-2011,43-5021,790.3655,1
17-2011,47-1011,5307.1827,1
17-2011,49-1011,4739.2073,1
17-2011,49-3011,3620.0422,1
17-2011,49-3023,1657.1039,1
17-2011,49-9071,2345.4821,1
17-2011,51-8021,549.134,1
17-2011,53-7062,4550.3435,1
17-2031,11-9111,5094.9354,1
17-2031,15-1212,910.8603,1
17-2031,15-1221,2146.8056,1
17-2031,15-1251,5904.0563,1
17-2031,17-2041,5501.5805,1
17-2031,17-2141,5483.1128,1
17-2031,17-2199,4624.5645,3
17-2031,19-2099,5432.1386999999995,2
17-2031,29-1141,5332.4345,1
17-2031,51-1011,1526.3212,1
17-2041,11-1011,2716.5354,1
17-2041,11-3021,8445.517100000001,2
17-2041,11-3061,11332.3073,2
17-2041,11-9013,5201.0535,1
17-2041,11-9041,10629.1305,2
17-2041,13-2052,5288.8823,1
17-2041,15-1241,2392.1784,1
17-2041,15-1253,5093.4754,1
17-2041,17-2031,6523.3359,2
17-2041,17-2051,3886.4191,2
17-2041,17-2141,2774.5681,1
17-2041,17-2199,28980.120199999998,7
17-2041,19-2099,8507.2207,2
17-2041,39-2021,3306.9187,1
17-2041,43-5061,6604.7399,1
17-2041,47-2061,4580.6396,1
17-2051,11-1011,22527.9793,6
17-2051,11-3071,580.4437,1
17-2051,11-9013,3409.0784,1
17-2051,11-9021,41905.4119,13
17-2051,11-9041,27285.0096,8
17-2051,11-9051,4842.7567,1
17-2051,11-9141,5315.5749,1
17-2051,13-1023,1004.3721,1
17-2051,13-1051,11606.1046,4
17-2051,13-1111,9926.8515,3
17-2051,13-1141,887.351,1
17-2051,13-1199,4290.612,3
17-2051,13-2011,12054.8554,4
17-2051,15-1211,6523.4471,1
17-2051,15-1242,3851.1615,1
17-2051,15-1251,5953.9268999999995,2
17-2051,15-1253,19814.017,5
17-2051,15-1254,2342.8036,1
17-2051,17-2011,38401.996,9
17-2051,17-2041,2573.1773,1
17-2051,17-2081,9992.2273,4
17-2051,17-2131,3847.789,1
17-2051,17-2141,57315.2852,13
17-2051,17-2171,2329.3348,1
17-2051,17-2199,157962.6905,45
17-2051,19-2099,5384.6605,2
17-2051,21-1093,9209.080699999999,2
17-2051,23-1011,5455.4123,2
17-2051,27-3041,4890.2956,1
17-2051,27-3043,4820.587,1
17-2051,29-1141,5268.9726,2
17-2051,33-1011,3674.98,1
17-2051,33-2011,3341.8342,1
17-2051,35-9031,1786.2565,1
17-2051,37-2012,4033.3309,1
17-2051,39-5011,5986.7174,1
17-2051,41-1011,17392.4662,3
17-2051,41-1012,4767.2169,1
17-2051,41-2031,8529.3491,3
17-2051,41-3031,4247.9237,1
17-2051,41-3091,3235.2845,1
17-2051,41-9099,3936.0905,1
17-2051,43-1011,14775.5765,3
17-2051,43-3061,6600.9103,1
17-2051,43-4051,5410.1339,1
17-2051,43-4181,2131.4406,1
17-2051,43-5061,5125.8345,1
17-2051,43-5071,1802.9684,1
17-2051,43-9061,9144.725999999999,2
17-2051,43-9071,3417.4228,1
17-2051,43-9199,7950.3533,2
17-2051,47-1011,737.4953,1
17-2051,47-2031,1128.4519,1
17-2051,47-2061,19697.8834,7
17-2051,47-2073,1269.3672,1
17-2051,47-4011,4543.06,1
17-2051,49-2011,5676.8464,1
17-2051,49-3011,1891.5157,1
17-2051,49-9021,3254.7598,1
17-2051,49-9031,2035.388,1
17-2051,49-9052,803.9791,1
17-2051,49-9071,9253.193800000001,3
17-2051,51-1011,2517.3654,1
17-2051,51-7041,4311.7121,1
17-2051,51-8021,11257.598,4
17-2051,51-8031,5400.3508,1
17-2051,51-9061,11017.7292,3
17-2051,53-3099,7918.3701,1
17-2051,53-7062,7102.76,2
17-2051,53-7065,6061.1041,1
17-2061,11-1011,3447.7536,1
17-2061,11-3051,5685.3842,1
17-2061,11-9021,498.6545,1
17-2061,13-1081,5673.8202,1
17-2061,13-2011,1692.8403,1
17-2061,15-1211,4051.1285,1
17-2061,15-1212,6790.3749,2
17-2061,15-1241,14973.7769,3
17-2061,15-1242,4374.9527,1
17-2061,15-1251,5557.2173999999995,2
17-2061,15-1253,22506.9739,4
17-2061,15-1254,6966.753,1
17-2061,17-2011,4505.796,1
17-2061,17-2051,2448.8271999999997,3
17-2061,17-2141,10038.4708,3
17-2061,17-2199,12849.517,4
17-2061,19-2099,3845.5187,1
17-2061,31-1122,4660.8341,1
17-2061,37-1012,3613.3063,1
17-2061,41-1011,3926.1621,1
17-2061,43-4051,19065.4849,3
17-2081,13-1041,6391.1254,2
17-2081,13-1111,1606.5992,2
17-2081,15-1253,4339.3531,1
17-2081,17-2011,8837.9218,2
17-2081,17-2051,3887.3483,1
17-2081,17-2199,8855.2469,4
17-2081,47-2061,4596.2476,1
17-2081,47-2073,4271.4113,1
17-2081,47-2111,4171.3679,1
17-2081,51-9061,1940.0423,2
17-2081,53-3011,2710.756,1
17-2081,53-7065,4845.523,1
17-2121,11-9111,3904.747,1
17-2121,13-1111,4778.6589,1
17-2121,15-1254,4666.5148,1
17-2121,17-2011,3553.5217,1
17-2121,17-2051,2801.9539,1
17-2121,17-2141,734.7857,1
17-2121,17-2199,5431.5358,2
17-2121,49-3023,4510.5883,1
17-2131,11-1021,5710.3259,1
17-2131,13-2051,4371.1962,1
17-2131,15-1251,2327.9283,1
17-2131,17-2011,13818.6296,3
17-2131,17-2051,2875.2832,1
17-2131,17-2141,13108.7873,4
17-2131,17-2199,16261.3197,4
17-2131,43-5071,8578.7177,1
17-2131,49-3023,4145.875,1
17-2131,49-9044,5192.2216,1
17-2141,11-1021,8203.5572,2
17-2141,11-3071,2060.6558,1
17-2141,11-9021,5178.2592,1
17-2141,11-9041,27378.4042,8
17-2141,11-9141,3908.7885,1
17-2141,13-1041,9418.334299999999,2
17-2141,13-1111,7983.4682999999995,2
17-2141,13-1199,4648.6945,1
17-2141,15-1211,12975.4804,2
17-2141,15-1251,9928.761,2
17-2141,15-1253,4932.6711,1
17-2141,17-2011,26701.2659,6
17-2141,17-2031,7017.9442,2
17-2141,17-2041,8969.3942,3
17-2141,17-2051,43895.6643,14
17-2141,17-2061,4638.8731,1
17-2141,17-2081,6166.3942,1
17-2141,17-2131,12048.8579,4
17-2141,17-2199,159283.4792,42
17-2141,29-1171,9928.8774,2
17-2141,33-3051,948.7549,1
17-2141,35-3031,5002.2237,1
17-2141,39-5012,4459.1561,1
17-2141,41-1011,5533.871,2
17-2141,41-2031,12487.2399,3
17-2141,41-9031,8598.7347,2
17-2141,41-9099,3036.6024,1
17-2141,43-3031,8750.323499999999,2
17-2141,43-5021,8915.6112,2
17-2141,43-5052,5087.262,1
17-2141,43-5061,859.535,1
17-2141,47-2061,6919.0859,2
17-2141,47-2111,4999.1066,1
17-2141,49-3011,9210.1957,2
17-2141,49-3023,13921.707,3
17-2141,49-3031,5366.6859,1
17-2141,49-9071,4630.9845,1
17-2141,51-4031,4326.1786,1
17-2141,51-4041,4257.6699,2
17-2141,51-5112,1157.1626,1
17-2141,51-8021,8874.821399999999,3
17-2141,51-9061,2133.9465,1
17-2141,53-7051,4647.215,1
17-2141,53-7062,11673.833200000001,3
17-2141,53-7064,751.9942,1
17-2171,11-9041,450.1329,1
17-2171,15-1253,4872.4666,1
17-2171,17-2041,469.7318,1
17-2171,17-2141,4999.2301,1
17-2171,17-2199,15719.7902,4
17-2171,19-2099,4930.9095,1
17-2171,41-1012,4774.5207,1
17-2171,41-2031,1658.4045,1
17-2171,41-9091,4895.3923,1
17-2171,43-4199,543.7255,1
17-2171,47-1011,3449.8411,3
17-2199,11-1011,7761.976000000001,3
17-2199,11-1021,10071.908899999999,2
17-2199,11-3021,21384.7297,6
17-2199,11-3031,7820.5389,2
17-2199,11-3051,10239.8825,3
17-2199,11-3061,6079.1607,1
17-2199,11-3071,1826.4776,1
17-2199,11-3131,2939.1617,1
17-2199,11-9021,5488.475,3
17-2199,11-9041,27000.4219,6
17-2199,11-9051,6701.6157,2
17-2199,11-9121,3258.8121,1
17-2199,11-9141,2663.3601,1
17-2199,11-9151,2450.1821,1
17-2199,13-1041,3935.9551,1
17-2199,13-1051,7208.667600000001,2
17-2199,13-1111,37447.2586,10
17-2199,13-1121,683.9092,1
17-2199,13-1161,4049.7268,1
17-2199,13-1199,17501.9639,5
17-2199,13-2011,8216.4861,3
17-2199,13-2052,4495.1213,1
17-2199,15-1211,22650.0223,4
17-2199,15-1212,5551.9962,1
17-2199,15-1241,25775.5881,5
17-2199,15-1244,9623.0818,2
17-2199,15-1251,7482.987,3
17-2199,15-1253,50526.0457,10
17-2199,15-2031,6936.0236,2
17-2199,17-2011,27982.6957,8
17-2199,17-2041,26185.780899999998,7
17-2199,17-2051,217999.2286,60
17-2199,17-2061,33901.3785,8
17-2199,17-2081,12789.4744,4
17-2199,17-2121,11355.8217,4
17-2199,17-2131,21876.5421,7
17-2199,17-2141,88756.08069999999,27
17-2199,17-2171,9282.402900000001,2
17-2199,17-3031,1982.4102,1
17-2199,19-2099,14262.481,4
17-2199,19-3051,8018.9415,2
17-2199,23-1011,4893.4545,1
17-2199,27-2012,5003.0135,3
17-2199,27-3031,5085.2802,1
17-2199,27-3042,392.3663,1
17-2199,29-1127,9534.3074,1
17-2199,29-1129,5698.2627999999995,2
17-2199,29-1141,11072.4764,5
17-2199,33-3021,1687.3569,1
17-2199,33-3051,1297.1418,1
17-2199,35-3031,2113.5168,2
17-2199,39-2011,4446.5628,1
17-2199,39-2021,2578.0967,1
17-2199,39-5012,1726.0347,1
17-2199,41-1011,14562.5132,3
17-2199,41-1012,17498.9522,6
17-2199,41-2031,14800.6499,3
17-2199,41-9031,9842.8746,2
17-2199,41-9099,7698.638,2
17-2199,43-1011,3628.0732,1
17-2199,43-3071,3472.1421,2
17-2199,43-3099,1979.2616,1
17-2199,43-4031,428.3843,1
17-2199,43-4051,25011.7272,6
17-2199,43-4061,5270.9972,1
17-2199,43-4171,4867.4027,1
17-2199,43-5021,1876.8593,1
17-2199,43-5041,1075.2983,1
17-2199,43-5071,4660.9186,1
17-2199,43-9021,10403.0405,2
17-2199,43-9061,10469.265,3
17-2199,47-1011,471.6647,1
17-2199,47-2031,4509.5038,1
17-2199,47-2061,11692.1474,3
17-2199,47-2111,11907.6956,2
17-2199,49-2011,4447.8503,1
17-2199,49-3023,4697.2363,1
17-2199,49-3031,1820.0604,1
17-2199,49-9052,560.0711,1
17-2199,49-9071,1404.2371,1
17-2199,51-3093,5196.6585,1
17-2199,51-4041,888.8579,1
17-2199,51-4199,5125.0246,1
17-2199,51-8021,10132.9514,3
17-2199,51-9061,3439.7529000000004,2
17-2199,53-5011,4747.9818000000005,2
17-2199,53-7064,4108.8013,1
17-2199,53-7065,4809.2955,1
17-3031,11-1021,3800.2485,1
17-3031,11-3051,4739.6285,1
17-3031,11-9013,3668.4837,1
17-3031,11-9111,4659.0259,1
17-3031,13-1161,2358.9324,1
17-3031,13-1199,2617.2363,1
17-3031,15-1253,5157.9229,1
17-3031,17-2081,4671.1969,1
17-3031,17-2121,1721.7775,1
17-3031,17-2199,4890.2956,1
17-3031,29-1051,3398.1241,1
17-3031,33-3051,11124.696899999999,2
17-3031,35-1012,282.4739,1
17-3031,35-3031,5496.2857,1
17-3031,41-1012,5172.6558,1
17-3031,43-4171,5673.8905,1
17-3031,43-9021,1364.4256,1
17-3031,47-1011,3956.3821,1
17-3031,47-2061,3607.6076,1
17-3031,49-3021,2058.182,1
17-3031,49-9051,5139.1,2
17-3031,51-4199,643.0985,1
17-3031,51-9061,5634.7823,1
17-3031,53-5011,4424.3482,1
17-3031,53-7062,379.8838,1
17-3031,53-7065,5035.5234,1
19-2021,11-9141,5749.9676,1
19-2021,27-2012,4167.9833,1
19-2021,43-3099,3000.9786,1
19-2099,11-1011,4332.4312,1
19-2099,11-3021,7166.3007,2
19-2099,11-3031,5669.4078,1
19-2099,11-9013,3483.9106,2
19-2099,11-9021,1369.9222,1
19-2099,11-9111,5052.7991,1
19-2099,11-9121,13845.0465,3
19-2099,11-9151,6308.255800000001,2
19-2099,13-1041,4574.2716,1
19-2099,13-1081,5256.6271,1
19-2099,13-1111,18054.9522,4
19-2099,13-1161,6866.8314,2
19-2099,13-1199,13730.845800000001,5
19-2099,13-2011,7856.349300000001,3
19-2099,15-1211,11404.6718,3
19-2099,15-1212,6771.9723,1
19-2099,15-1221,10385.6979,2
19-2099,15-1242,5540.6072,1
19-2099,15-1251,11913.8167,2
19-2099,15-1253,16655.8034,5
19-2099,15-2031,10563.928899999999,4
19-2099,17-2011,5569.7841,1
19-2099,17-2041,7316.3828,1
19-2099,17-2081,509.4754,1
19-2099,17-2121,3564.9899,1
19-2099,17-2141,4968.0560000000005,2
19-2099,17-2199,5805.9178,3
19-2099,19-3011,11981.2842,2
19-2099,19-4021,5998.8969,2
19-2099,23-1011,13951.794,6
19-2099,23-2011,4877.5412,1
19-2099,29-1051,6484.500099999999,2
19-2099,29-1071,4825.9498,1
19-2099,29-1141,3611.2942,1
19-2099,31-1122,4769.2433,1
19-2099,31-9092,11415.6413,2
19-2099,31-9094,422.7345,1
19-2099,35-2021,4003.8006,1
19-2099,41-1012,8222.8154,2
19-2099,41-2031,6718.7526,1
19-2099,41-3031,11975.7831,2
19-2099,41-3091,6315.5273,1
19-2099,41-9031,2268.7997,1
19-2099,43-3031,3122.3272,1
19-2099,43-3051,3847.7708,1
19-2099,43-4111,3492.211,1
19-2099,43-4131,5468.5588,1
19-2099,43-4199,3594.8925,1
19-2099,43-5021,8131.5923999999995,2
19-2099,43-5061,4098.0644,1
19-2099,43-9199,5626.2057,1
19-2099,47-2061,4986.2013,1
19-2099,49-3023,7356.2091,1
19-2099,49-3031,1128.5186,1
19-2099,51-1011,4379.5192,1
19-2099,51-9061,4119.7307,1
19-3011,11-9151,6242.9299,1
19-3011,13-1022,5657.7351,1
19-3011,13-1041,363.6336,1
19-3011,13-1111,419.2859,1
19-3011,15-1212,1380.3638,1
19-3011,19-2099,4317.8053,1
19-3011,53-7065,3489.4204,1
19-3051,11-9021,3922.4689,1
19-3051,11-9161,766.8177,1
19-3051,13-1041,905.2802,1
19-3051,17-2051,3593.1837,1
19-3051,17-2199,5057.4757,1
19-3051,27-3043,4334.9966,1
19-3051,29-1141,9925.5791,1
19-3051,43-5061,644.1111,1
19-3051,43-9199,4506.6412,1
19-4021,11-9013,6988.4624,2
19-4021,13-1041,864.2755,1
19-4021,15-1251,4648.1704,1
19-4021,33-3041,5384.1851,1
19-4021,39-9011,3947.9441,1
19-4021,43-9061,5022.1999,1
19-4021,43-9071,495.277,1
19-4021,49-9051,2155.3343,1
19-4021,51-9061,720.6831,1
19-4031,11-9021,1447.9859,1
19-4031,13-1199,6054.9064,1
19-4031,19-2099,5028.5484,2
19-4031,41-2031,4538.2536,1
19-4031,43-4051,1475.0698,1
19-4031,43-9051,2640.4484,1
19-4031,47-2061,5427.192,2
19-4031,49-9052,4333.5613,1
19-4031,51-1011,3622.2871,1
19-4031,51-2041,1469.6418,1
19-4031,51-3092,32602.2462,8
19-4031,51-9061,7236.7588,2
19-4031,53-7062,2617.2212,1
21-1092,11-1021,3524.0651,1
21-1092,11-3031,7447.529,1
21-1092,11-3071,4269.6876,1
21-1092,11-9151,1112.8348,1
21-1092,13-1023,4760.8516,1
21-1092,13-1041,2856.4103999999998,2
21-1092,13-1199,5748.4938,1
21-1092,29-1141,751.516,1
21-1092,33-1012,4540.495,1
21-1092,33-3021,3166.8081,1
21-1092,33-3051,677.4243,1
21-1092,39-9011,3730.8469,1
21-1092,43-1011,1650.2082,1
21-1092,43-4031,6550.0642,2
21-1092,43-4051,3761.5804,1
21-1092,43-4199,2732.6488,1
21-1092,49-2011,1750.7109,1
21-1093,11-1021,6980.0187,1
21-1093,11-3031,2119.6099,1
21-1093,11-3051,2748.4154,1
21-1093,11-3071,836.962,1
21-1093,11-3121,5587.0962,1
21-1093,11-9111,8356.2305,2
21-1093,11-9141,5775.3999,1
21-1093,11-9151,35330.3789,13
21-1093,13-1041,4590.1195,1
21-1093,13-1111,3127.1259,1
21-1093,13-1131,382.5849,1
21-1093,13-1161,4248.1836,1
21-1093,13-1199,17056.2682,6
21-1093,13-2011,4171.5008,2
21-1093,13-2081,7219.87,1
21-1093,13-2082,1199.9725,1
21-1093,13-2099,4851.0219,1
21-1093,15-1253,545.48,1
21-1093,21-1092,5280.7519,1
21-1093,21-2099,4626.1345,1
21-1093,23-1011,4456.5026,2
21-1093,27-3031,2570.7616,1
21-1093,27-3043,4361.5512,1
21-1093,29-1129,3502.4321,1
21-1093,29-1141,28226.3008,7
21-1093,29-2081,1610.8746,1
21-1093,31-1122,36157.0138,13
21-1093,31-9092,10232.3911,3
21-1093,31-9096,3563.7193,1
21-1093,33-3021,3984.9564,2
21-1093,33-9021,3696.5607,1
21-1093,35-1011,8663.4834,2
21-1093,35-1012,1282.6879,1
21-1093,35-2021,6722.018800000001,2
21-1093,35-3031,16565.179,4
21-1093,35-3041,2379.8396,1
21-1093,37-2012,6185.7297,2
21-1093,41-1011,5942.1569,1
21-1093,41-2031,6458.1445,2
